Area (0 - 15000 m²),Parking (0 - 5),Bedrooms (0 - 6),Stories (0 - 20),Furnishing Status,Predicted Price,flag,username,timestamp
5303,2,2,2,1,,,,2023-09-29 03:21:23.743872
